Gene Symbol,Relevance score
NFX1,1.22
PNISR,1.22
STAMBPL1,1.22
UBXN4,1.22
STK17A,1.22
BIN3,1.22
CMTR1,1.22
ESYT2,1.22
SYAP1,1.22
PLP2,1.21
PXMP4,1.21
ZNF800,1.21
VWA8,1.21
MIR4758,1.21
MIR4446,1.21
ADAD1,1.21
UTP23,1.21
LRRC31,1.21
TTC36,1.21
SYT8,1.21
ZNF428,1.21
SLC25A37,1.21
PPP2R3B,1.21
PDE9A,1.21
MIR1229,1.21
PPP1R26-AS1,1.21
TSEN54,1.21
PNPLA4,1.21
CDR2L,1.21
NPM3,1.21
DZANK1,1.21
LINC00458,1.21
FABP9,1.21
MIR644A,1.21
HSBP1,1.21
ZCCHC2,1.21
TARS2,1.21
SFXN3,1.21
MRPL32,1.21
SLU7,1.21
RRP12,1.21
ELMSAN1,1.21
MAIP1,1.21
MIR520F,1.21
MIR3908,1.21
SLC25A30,1.21
MIR612,1.21
GATAD2A,1.21
DDA1,1.21
CNOT8,1.21
MITD1,1.21
MED11,1.21
GDF1,1.21
LINC02677,1.21
PLEKHA8P1,1.21
BCAR1P1,1.21
BCAR1P2,1.21
ENSG00000267595,1.21
ENSG00000215409,1.21
ENSG00000230087,1.21
MIR519A1,1.21
USP53,1.2
NPSR1,1.2
DHX37,1.2
RPF1,1.2
C11orf98,1.2
MAMDC2,1.2
LINC01600,1.2
ZDHHC14,1.2
CYP4V2,1.2
CMSS1,1.2
MIR3129,1.2
MIR4638,1.2
MIR4782,1.2
ERVK-7,1.2
STYX,1.2
PCNX2,1.2
FLG2,1.2
IQGAP2,1.2
TRIM2,1.2
LOC108964933,1.2
AARSD1,1.2
CMTM1,1.2
PTGES3L-AARSD1,1.2
MIR632,1.2
BLOC1S1,1.2
MARS2,1.2
PTCHD3,1.2
SNX16,1.2
D2HGDH,1.2
PPIH,1.2
PCGF3,1.2
ZCCHC17,1.2
EMC8,1.2
C1orf35,1.2
SAMD1,1.2
ZNF316,1.2
EP400P1,1.2
TUBB8,1.2
ZNF45,1.2
C1QL4,1.2
ZNF235,1.2
ZNF221,1.2
ZNF226,1.2
ZNF284,1.2
ZNF613,1.2
ZNF285,1.2
TMEM116,1.2
FAM87B,1.2
C5orf67,1.2
GBAP1,1.2
TTC28-AS1,1.2
LINC01128,1.2
HLA-V,1.2
FRY-AS1,1.2
ZNF285B,1.2
RALY-AS1,1.2
LOC338694,1.2
ATXN2-AS,1.2
PCNPP1,1.2
UBQLN1P1,1.2
LOC100505715,1.2
RPS15AP30,1.2
HSPA8P14,1.2
RPS2P1,1.2
MICC,1.2
RNU6-351P,1.2
RNY1P8,1.2
IPO8P1,1.2
LINC01409,1.2
LINC01786,1.2
ENSG00000233340,1.2
LINC01997,1.2
RPL17P25,1.2
ENSG00000252136,1.2
ENSG00000248373,1.2
ENSG00000240731,1.2
ENSG00000236263,1.2
ENSG00000260179,1.2
ENSG00000258101,1.2
ENSG00000272455,1.2
ENSG00000267191,1.2
ENSG00000228650,1.2
ENSG00000186019,1.2
ENSG00000230092,1.2
ENSG00000251259,1.2
LOC105371762,1.2
ENSG00000254987,1.2
ENSG00000228327,1.2
ENSG00000266921,1.2
MIR9898-001,1.2
HSALNG0000137,1.2
HSALNG0000138,1.2
piR-51327,1.2
lnc-TBC1D3K-1,1.2
lnc-VTI1A-8,1.2
piR-35674-001,1.2
lnc-DVL1-1,1.2
lnc-DVL1-2,1.2
ENSG00000251473,1.2
ENSG00000237094,1.2
RF00017-4630,1.2
RF00017-1272,1.2
ENSG00000274017,1.2
ENSG00000227775,1.2
NONHSAG045678.2-002,1.2
lnc-HNF1B-3,1.2
NONHSAG000093.2,1.2
ENSG00000269896,1.2
ENSG00000269737,1.2
ENSG00000270679,1.2
ENSG00000270896,1.2
lnc-FAM109A-1,1.2
piR-51449,1.2
piR-59412-008,1.2
piR-61514-138,1.2
piR-36455,1.2
piR-56480-015,1.2
piR-38259,1.2
piR-50346,1.2
ENSG00000279022,1.2
piR-48007,1.2
piR-34974-004,1.2
lnc-FRY-1,1.2
lnc-ZAR1L-2,1.2
piR-41406-042,1.2
piR-48820-008,1.2
piR-30853-017,1.2
lnc-HHAT-3,1.2
FAM184A,1.2
MIR567,1.2
PIGK,1.2
LRCH1,1.2
MICU2,1.2
RTE1,1.2
DRAM2,1.2
TIGD1,1.2
PLEKHD1,1.2
DOCK6,1.2
JMY,1.19
ZNF274,1.19
ZFP42,1.19
FTH1P3,1.19
CLIP2,1.19
UBAC2,1.19
DENND5B,1.19
IPO9,1.19
GFRA3,1.19
MATN3,1.19
MIR323B,1.19
SNUPN,1.19
CFAP54,1.19
GALNT7,1.19
ISCA2,1.19
MIR3189,1.19
MIR4735,1.19
MIR4768,1.19
CFD,1.19
TMSB4Y,1.19
ERVK-19,1.19
MED7,1.19
PISD,1.19
EXOC5,1.19
GLIPR2,1.19
ARHGAP12,1.19
SCAF4,1.19
BBX,1.19
CDC42EP4,1.19
PRPF38A,1.19
SFSWAP,1.19
ALKBH7,1.19
MIR618,1.19
SYT1,1.19
MIR105-1,1.19
EEF1A1P5,1.19
DRAM1,1.19
OTP,1.19
NAPA,1.19
DALRD3,1.19
LOC108410393,1.19
USP49,1.19
TEX10,1.19
C17orf80,1.18
RPH3A,1.18
GMIP,1.18
CAAP1,1.18
KLHL25,1.18
ELOF1,1.18
A4GALT,1.18
LMAN1L,1.18
PDIA5,1.18
MPV17,1.18
PTRH1,1.18
LOC101929767,1.18
PLEK2,1.18
SUGT1,1.18
FNTA,1.18
NALCN,1.18
ZMYM1,1.18
TBL1Y,1.18
MIR4772,1.18
VNN2,1.18
CDCA4,1.18
SLC39A13,1.18
TGM5,1.18
NCBP2,1.18
NFRKB,1.18
TRAM1,1.18
RAD54L2,1.18
MAN2B2,1.18
SAP30BP,1.18
TPRN,1.18
NKAP,1.18
ATP5F1D,1.18
TTC17,1.18
RADIL,1.18
CFAP20,1.18
ZCCHC3,1.18
TLE2,1.18
SELENON,1.18
SLC25A35,1.17
NRDE2,1.17
AADAC,1.17
PIEZO2,1.17
HHLA2,1.17
SENP7,1.17
MROH8,1.17
INTS1,1.17
SPATC1L,1.17
GPRC5C,1.17
NUFIP1,1.17
HOXB4,1.17
CMTM3,1.17
MPP6,1.17
FBXW2,1.17
OVCH1-AS1,1.17
CFHR3,1.17
ARAP1,1.17
MYCBP,1.17
PTCSC1,1.17
MDFI,1.17
C16orf72,1.17
FAM162A,1.17
ME3,1.17
ART3,1.17
IGLC1,1.17
SLC36A1,1.16
CLCN6,1.16
OXR1,1.16
GEMIN6,1.16
CDC40,1.16
PCYOX1L,1.16
PCF11,1.16
ACTR8,1.16
GTPBP6,1.16
KIF5A,1.16
SPR,1.16
MIR4775,1.16
MIR4674,1.16
MIR3664,1.16
MIR4635,1.16
MIR3156-3,1.16
TRBV18,1.16
IGSF11,1.16
MRPS18C,1.16
RUSC1-AS1,1.16
LINC00494,1.16
POMT2,1.16
EGID-105371807,1.16
HERPUD1,1.16
DUOXA2,1.16
NT5M,1.16
HSP90AB4P,1.16
MAN1C1,1.16
PSPHP1,1.16
DQ485453,1.16
DIS3L,1.16
SLC39A11,1.16
TADA2B,1.16
MRTFA-AS1,1.16
ENSG00000229999,1.16
ENSG00000235840,1.16
ENSG00000254038,1.16
piR-42694-103,1.16
ENSG00000285837,1.16
piR-53431-462,1.16
piR-48327-003,1.16
piR-42491-048,1.16
lnc-RMND1-2,1.16
ENSG00000243503,1.16
FBXO6,1.15
PROX1-AS1,1.15
USP19,1.15
MAP4K1,1.15
ZNF579,1.15
GTF3A,1.15
CUEDC1,1.15
IGHG4,1.15
MIR597,1.15
SLC5A4,1.15
HMG20B,1.15
SF1,1.15
CNOT4,1.15
GORASP2,1.15
DDX19B,1.15
GEMIN7,1.15
MRTO4,1.15
HEATR5B,1.15
LSM14B,1.15
GAS2L3,1.15
ZNF106,1.15
C1orf174,1.15
C1orf226,1.15
VIRMA,1.15
TASOR,1.15
VPS26A,1.15
XPOT,1.15
WTIP,1.15
BBS7,1.15
HCFC2,1.15
MIR3064,1.15
GRIA1,1.15
MTERF1,1.15
PARD3B,1.15
QARS1,1.15
PAGR1,1.15
KLHDC7B,1.15
ITGB2-AS1,1.15
MIR105-2,1.14
OS9,1.14
CDCA7L,1.14
ZNF701,1.14
HLA-U,1.14
CYTH2,1.14
SPC25,1.14
ARL8A,1.14
FIGNL1,1.14
ZNF142,1.14
PEX26,1.14
PDE4C,1.14
ZNF282,1.14
MIR550A1,1.14
MIR550A2,1.14
LSM10,1.14
FBXO9,1.14
USP17L9P,1.14
SNX6,1.14
TRAT1,1.14
DDX23,1.14
OASL,1.14
NLRX1,1.14
COX7C,1.14
SYNGR2,1.14
MRPL14,1.14
STAU2,1.14
ARPC5L,1.14
BSPRY,1.14
ZC3H3,1.14
FBRS,1.14
AKAP17A,1.14
C19orf47,1.14
LAMTOR4,1.14
OSBPL9,1.14
DNAJB5,1.14
MIR496,1.14
GAS1RR,1.14
STRIP2,1.14
CENPM,1.14
TXNDC9,1.14
CSNK1G2,1.14
ANKRD6,1.14
MIR920,1.14
PI16,1.13
RTN1,1.13
IL36G,1.13
ACP2,1.13
EIF2D,1.13
DEPP1,1.13
LINC01264,1.13
UBAC1,1.13
TTYH1,1.13
KLHL34,1.13
IGLC2,1.13
IGHV3-23,1.13
IGLC3,1.13
LCN1P1,1.13
MIR3188,1.13
MIR4301,1.13
LINC02599,1.13
HAUS1,1.13
RHOXF1,1.13
EFHC2,1.13
AP4S1,1.13
DSCR9,1.13
CCDC120,1.13
HSD17B11,1.13
MISP3,1.13
MOB3B,1.13
CEP192,1.13
RCL1,1.13
TMCO3,1.13
HES2,1.12
TRIM66,1.12
TSKU,1.12
KIR2DL3,1.12
INPP5A,1.12
LEO1,1.12
RPAIN,1.12
XPNPEP2,1.12
BCAN,1.12
TMOD1,1.12
ZRANB1,1.12
NRDC,1.12
LDB2,1.12
RIMBP2,1.12
NYNRIN,1.12
PPP1R3B,1.12
CDS2,1.12
HTATSF1,1.12
TMED2,1.12
MLEC,1.12
MYADM,1.12
MTFR1,1.12
ZC3H7A,1.12
ZNF777,1.12
UBXN7,1.12
EMC4,1.12
FAM102B,1.12
LLPH,1.12
NCBP3,1.12
UQCRFS1P1,1.12
MOB1B,1.12
STAG1,1.12
STK25,1.12
RHOJ,1.12
MRPS12,1.12
NAA35,1.12
SLC38A7,1.12
EMX2OS,1.12
ONECUT2,1.12
SRP19,1.12
ERVK-10,1.12
TPSG1,1.12
H3-5,1.12
NPHP3,1.11
C8orf37,1.11
BBS12,1.11
LRRK1,1.11
RAB40C,1.11
ELFN2,1.11
TRIM75P,1.11
IGHV3-30,1.11
MIR1468,1.11
IGHV3-13,1.11
LOC107984208,1.11
GH-LCR,1.11
PADI1,1.11
NCK2,1.11
S100A13,1.11
ILKAP,1.11
STARD7,1.11
TRABD,1.11
TBC1D19,1.11
CCNYL1,1.11
SDS,1.11
MRPL10,1.11
C14orf39,1.11
PCDHGA7,1.11
SAA3P,1.11
MIR562,1.11
TMEM209,1.11
CNIH3,1.11
RAB44,1.11
AMPD3,1.11
MIR1908,1.11
LRRC49,1.11
RADX,1.11
SKOR1,1.11
ALDH5A1,1.11
CENPV,1.11
ATP13A1,1.1
VEZF1,1.1
C2CD2L,1.1
TMEM131,1.1
MMGT1,1.1
RBM12B,1.1
PHF23,1.1
ZNF740,1.1
MYO19,1.1
CCDC138,1.1
EIF3CL,1.1
NCR2,1.1
ESYT1,1.1
PSMG2,1.1
CHCHD1,1.1
RAB3GAP1,1.1
NFE2L3,1.1
EMC2,1.1
DMAC1,1.1
SNAP29,1.1
SPRR2E,1.1
HSF4,1.1
MIR99AHG,1.1
LIN52,1.1
ABI3BP,1.1
MIR578,1.1
MIR762,1.1
ATP6V0D1,1.1
LGALS12,1.1
CCDC83,1.1
CYTH4,1.1
KCTD8,1.1
LINC02158,1.1
NKRF,1.1
PHKA2,1.1
TRIM15,1.09
VPS33A,1.09
ATG14,1.09
HLA-DOB,1.09
RFX3-AS1,1.09
GRM4,1.09
ZNF44,1.09
H2AJ,1.09
KLHL9,1.09
EPB41L4B,1.09
DNAJC19,1.09
PI15,1.09
CIDEC,1.09
SPTBN5,1.09
GUCY1B1,1.09
ALDH3B1,1.09
TMEM255B,1.09
CYP2D7,1.09
PPP1R1A,1.09
CYP7B1,1.09
ERGIC2,1.09
CPA5,1.09
CCDC106,1.09
RAB3A,1.09
COA4,1.09
MIR887,1.09
CAB39L,1.09
CRADD,1.09
MIR3131,1.09
ANO2,1.09
RNF213-AS1,1.09
MMS19,1.09
ZNF827,1.09
ANKS1A,1.08
FAM107B,1.08
RBMXL1,1.08
TSPYL6,1.08
KLC1,1.08
NAE1,1.08
L3MBTL4,1.08
ZAR1L,1.08
KLHL38,1.08
MIR668,1.08
TBC1D22B,1.08
MIR4683,1.08
RIN3,1.08
TRMT61B,1.08
DEFB104A,1.08
C1QTNF5,1.08
MATN1,1.08
CSDC2,1.08
PLEKHH2,1.08
ZDHHC17,1.08
AAR2,1.08
BZW2,1.08
RPL36A,1.08
RBM4B,1.08
WDR37,1.08
SSH1,1.08
SQOR,1.08
WDR81,1.08
AKR7A3,1.08
TINAGL1,1.08
NFYB,1.08
ITGA10,1.08
LINC01355,1.08
ACRV1,1.08
GALNT17,1.08
LINC00917,1.08
LINC01734,1.08
AKR7A2,1.08
ZBP1,1.07
SOX2-SRR2,1.07
TCF19,1.07
PDZD8,1.07
DNASE2,1.07
HECTD3,1.07
NACAD,1.07
ATP8A2,1.07
VPS41,1.07
RPUSD4,1.07
GMCL1,1.07
LY6G5B,1.07
SLC30A10,1.07
RGS22,1.07
MRPL33,1.07
ULBP1,1.07
SLC44A2,1.07
NEURL1,1.07
DCLK3,1.07
RELT,1.07
CNPY2,1.07
PLAA,1.07
MIR4652,1.07
PITPNB,1.07
ZNF576,1.07
MIR4677,1.07
MIR4689,1.07
POLD4,1.07
EPS8L3,1.07
DHRS4,1.07
WDR61,1.07
ATP5MD,1.07
PNPT1,1.07
KCNS3,1.07
ZNF160,1.07
B3GNTL1,1.07
ZNF528,1.07
MRGPRX3,1.07
ADGB,1.07
MLYCD,1.06
UPP2,1.06
UBR7,1.06
DLG4,1.06
SLC46A2,1.06
FAM83C,1.06
TEKT3,1.06
MIR1267,1.06
LOC110599575,1.06
KCNIP4,1.06
XPO6,1.06
NTMT1,1.06
SUN1,1.06
TTC1,1.06
CCDC85C,1.06
PGAM4,1.06
MTMR2,1.06
TMEM132C,1.06
C3orf56,1.06
RPL10AP9,1.06
BAIAP3,1.06
CGGBP1,1.06
CMTM5,1.06
TROAP,1.06
LILRA4,1.06
PROKR1,1.06
DBF4B,1.06
HAAO,1.06
FAM118B,1.06
HCG4,1.06
ARMC6,1.06
SERAC1,1.06
COL24A1,1.06
ENSA,1.06
APEH,1.06
GTF2H3,1.06
BTN3A2,1.06
H2BC12,1.06
KIR2DS3,1.06
KIR2DL5A,1.06
SLITRK3,1.06
RAMP3,1.06
OCEL1,1.05
ZNF233,1.05
MIR3199-2,1.05
MIR4713,1.05
ITIH1,1.05
LINC01060,1.05
ZNF335,1.05
MIR4696,1.05
LOC108254682,1.05
MIR4740,1.05
LOC111188156,1.05
KIAA2026,1.05
MMRN1,1.05
MAN2B1,1.05
POU3F1,1.05
BRPF3,1.05
HLA-F-AS1,1.05
KIAA0754,1.05
DUSP12,1.05
ENPP5,1.05
MRPL27,1.05
ZNF197,1.05
BTN2A1,1.05
ADAM30,1.05
TRIL,1.05
MYL2,1.05
UBXN2A,1.05
DARS1,1.04
COMMD6,1.04
MAN1A2,1.04
KDELR1,1.04
ORC5,1.04
GABPB2,1.04
FAM3A,1.04
MTERF3,1.04
C11orf52,1.04
H2BC11,1.04
ATP5ME,1.04
TBC1D8,1.04
ZNF17,1.04
MCCC1,1.04
SLC25A15,1.04
CCDC50,1.04
DSN1,1.04
TRAPPC10,1.04
SASS6,1.04
OGDHL,1.04
SLC35G6,1.04
MKI67P1,1.04
ALPQTL4,1.04
JTB,1.04
HSPA4L,1.04
NPTN,1.04
TXNDC17,1.04
POLR2J,1.04
PPM1H,1.04
RPP21,1.04
ATP6V1G2,1.04
FAM117A,1.04
ZMIZ1-AS1,1.04
DSCC1,1.04
FKBP10,1.04
DOCK3,1.04
ZGRF1,1.04
CHPF2,1.04
PRDM9,1.04
MRPS21,1.04
ZNF449,1.04
MVB12A,1.04
FADS3,1.04
TOMM6,1.04
WDR35,1.04
ACOT7,1.04
NGFG,1.04
TARBP1,1.03
PRB4,1.03
PTPN18,1.03
NSFL1C,1.03
DOK2,1.03
GJC3,1.03
VMA21,1.03
NXF5,1.03
LRP5L,1.03
TMEM199,1.03
RBM42,1.03
ARRDC1,1.03
SHFL,1.03
FDXR,1.03
MIG7,1.03
VPS4B,1.03
USP13,1.03
CTAGE4,1.03
STAC2,1.03
SEMA3G,1.03
MRC1,1.03
NAA30,1.03
CYB561D2,1.03
ARHGEF39,1.03
SNORD116-1,1.03
PSRC1,1.03
CERS5,1.03
LHFPL6,1.03
CENPS,1.03
ZNF677,1.02
HES7,1.02
ZDBF2,1.02
ITGA8,1.02
PSMD10P1,1.02
ENSG00000232043,1.02
ENSG00000226645,1.02
ENSG00000254851,1.02
ENSG00000272221,1.02
ZFAND5,1.02
QSOX2,1.02
MRPS24,1.02
IGSF9,1.02
OSBPL10,1.02
SIGLEC15,1.02
TAMM41,1.02
TTC6,1.02
IPW,1.02
SEMA6A,1.02
ZNF575,1.02
ZNF222,1.02
IRGQ,1.02
SRRM5,1.02
POGLUT3,1.02
PINLYP,1.02
LINC01376,1.02
RPL23AP53,1.02
MIR7847,1.02
CEACAMP10,1.02
LINC01812,1.02
LINC01921,1.02
LINC02068,1.02
RNU4-71P,1.02
LOC105373876,1.02
ENSG00000285551,1.02
RPS27P20,1.02
ENSG00000231597,1.02
SINHCAFP3,1.02
NUFIP1P1,1.02
ENSG00000257042,1.02
ENSG00000258866,1.02
ENSG00000227021,1.02
ENSG00000267614,1.02
ENSG00000268601,1.02
ENSG00000267144,1.02
ENSG00000256377,1.02
piR-35448,1.02
SNORA87-001,1.02
ENSG00000264151,1.02
piR-34822-157,1.02
lnc-TTC28-3,1.02
lnc-KCNN4-1,1.02
LOC105375739,1.02
ENSG00000280121,1.02
piR-39858-250,1.02
lnc-RBL2-6,1.02
ENSG00000281386,1.02
ENSG00000279754,1.02
piR-39348,1.02
ENSG00000277460,1.02
LOC105378000,1.02
lnc-IRGC-6,1.02
lnc-TNFSF10-3,1.02
lnc-TNFSF10-4,1.02
lnc-TTC28-2,1.02
piR-42811,1.02
ENSG00000235968,1.02
lnc-CCDC91-1,1.02
RF00017-4169,1.02
piR-49322-121,1.02
MG677549,1.02
lnc-RPGRIP1L-2,1.02
RF00017-5774,1.02
ENSG00000284615,1.02
piR-47675-069,1.02
RF00017-1658,1.02
lnc-OSR1-6,1.02
NONHSAG007400.2,1.02
RF01061-039,1.02
piR-52794-005,1.02
piR-44085-013,1.02
lnc-KCNS3-4,1.02
piR-37972-377,1.02
piR-46506-002,1.02
lnc-ATM-1,1.02
RF00017-5877,1.02
lnc-RUFY4-6,1.02
HSALNG0088162,1.02
piR-36588-081,1.02
NONHSAG025076.2,1.02
ENSG00000216352,1.02
IYD,1.02
ZNF131,1.02
CBX6,1.02
MYO5C,1.02
CCDC33,1.02
LILRB3,1.02
ZNF415,1.02
FAM161A,1.02
GNPDA1,1.02
LMAN2,1.02
MRPS17,1.02
VKORC1L1,1.02
UTP15,1.02
MRM1,1.02
DNAJC16,1.02
HACD2,1.02
VSIG8,1.02
PUSL1,1.02
URB1,1.02
PUM3,1.02
ARL6,1.02
BBS5,1.02
ACTL8,1.02
ARHGAP20,1.02
PABPC5,1.02
GPR151,1.02
EGID-7795,1.02
CYP2G1P,1.02
ENSG00000253632,1.02
ENSG00000253775,1.02
ENSG00000228162,1.02
ALKBH2,1.02
DONSON,1.02
SLITRK6,1.01
GPR183,1.01
TPD52L3,1.01
CEPT1,1.01
ATP13A3,1.01
TRAPPC1,1.01
RPUSD3,1.01
FHDC1,1.01
OSR1,1.01
MIR2277,1.01
FAM193A,1.01
ZNF202,1.01
ALDOC,1.01
C12orf43,1.01
LRRC34,1.01
NRGN,1.01
STK32A,1.01
ZBTB48,1.01
KLKP1,1.01
AKAP11,1.01
POLG2,1.01
PDLIM3,1.01
LNX2,1.01
TIMD4,1.01
NECAP1,1.01
MRPS33,1.01
ATG2A,1.01
TRIM6,1.01
STARD3NL,1.01
SLC43A3,1.01
TMUB2,1.01
CWC15,1.01
RBM27,1.01
CLN5,1
MPP4,1
AZIN1,1
ANKRD30BP2,1
ACADSB,1
CRPPA,1
C6orf15,1
MOAP1,1
WDR4,1
ATP6V1G3,1
TAF5,1
SH3BGRL2,1
IMP4,1
GEMIN8,1
ZNF16,1
ZNF618,1
NPEPL1,1
POP7,1
PCDHA6,1
CCDC155,1
RPL7L1,1
TBC1D30,1
FBXO34,1
EFCAB11,1
CYSRT1,1
H2BC17,1
TIMM23B,1
OPLAH,1
PWAR1,1
PHKG2,1
HEBP2,1
ITCH-IT1,1
GOLGA4,1
MIR2276,1
MIR2278,1
C1orf68,1
RNF183,1
LOC111255645,1
CNTNAP4,1
B4GALNT4,1
TMEM132E,1
ERVK3-3,1
ERVK3-4,1
ERVK3-5,1
ERVK3-6,1
ERVK3-7,1
ERVK3-8,1
HS1BP3,1
TRPT1,1
PYDC1,1
R3HDM1,1
YIF1B,1
TMEM9B,1
TXLNG,1
SAC3D1,1
CEP57L1,0.99
GABRA5,0.99
ELF4,0.99
ATF4P4,0.99
SPTBN4,0.99
ACTR3C,0.99
GPCPD1,0.99
NUP155,0.99
MRPL49,0.99
DCAF13,0.99
RAB39A,0.99
NDEL1,0.99
SEPTIN14,0.99
MYO16,0.99
PLGLB1,0.98
SLC35D1,0.98
SPCS3,0.98
STON1,0.98
ZNF821,0.98
SNRNP48,0.98
KIAA2013,0.98
GPR89B,0.98
OR5AC2,0.98
SULT1A4,0.98
MB21D2,0.98
SPRR2D,0.98
CARD19,0.98
SMIM4,0.98
TMEM99,0.98
DPY19L2P1,0.98
GVQW2,0.98
ELOVL2-AS1,0.98
AHCYL1,0.98
STT3B,0.98
HARS2,0.98
MED26,0.98
INPP5F,0.98
ATL2,0.98
MON1B,0.98
PCIF1,0.98
TEX2,0.98
CCDC125,0.98
C10orf71,0.98
ARHGAP4,0.98
SNORD115-1,0.98
RHOQ,0.98
SLC15A2,0.98
NTNG1,0.98
IFNL1,0.98
FNTB,0.98
PLIN3,0.98
AQP7P3,0.98
SLC16A5,0.98
UTF1,0.97
CLDN15,0.97
MAFTRR,0.97
RTCB,0.97
DPH2,0.97
KLF14,0.97
ITPKA,0.97
RCBTB2,0.97
PMM1,0.97
ANO3,0.97
SUMO2,0.97
SHLD1,0.97
MIR769,0.97
RPE,0.97
RND1,0.97
RIMS1,0.97
SUPT7L,0.97
GIPR,0.97
OSTF1,0.97
SLC6A6,0.97
CSRNP1,0.97
DUSP22,0.97
ATXN8OS,0.96
SLC4A8,0.96
PLEKHO2,0.96
NUDT15,0.96
ABLIM2,0.96
HSD3B7,0.96
FFAR3,0.96
CNOT6L,0.96
ORMDL2,0.96
GPHA2,0.96
COQ10B,0.96
MFSD10,0.96
ZBTB11,0.96
TMED4,0.96
TMED9,0.96
TMEM50B,0.96
ASIC5,0.96
TYSND1,0.96
OR4L1,0.96
ZNF28,0.96
ZNF48,0.96
WDR89,0.96
ZFP62,0.96
MROH1,0.96
C18orf21,0.96
ATP5MC3,0.96
CCDC154,0.96
C7orf26,0.96
MCMDC2,0.96
SLC66A3,0.96
PIPSL,0.96
MSL3P1,0.96
IGHV1-46,0.96
IGHV3-33,0.96
IGKV1-12,0.96
CARMN,0.96
MIR580,0.96
LOC100506804,0.96
KAZN-AS1,0.96
AFD1,0.96
MXD3,0.96
UQCRH,0.96
CDK2AP2,0.96
MARK1,0.96
TBCA,0.96
SEMA7A,0.96
GRIK4,0.96
ZBTB32,0.96
SIGLEC6,0.96
SH3GL3,0.96
L1TD1,0.96
GPR50,0.95
SZT2,0.95
ENDOV,0.95
SREK1,0.95
FBXL6,0.95
CDC37L1,0.95
MIR766,0.95
HCAR2,0.95
ASGR2,0.95
PKN2,0.95
CCDC180,0.95
PHF11,0.95
ZNF407,0.95
RAB21,0.95
USP43,0.95
CRB3,0.95
CMAHP,0.95
GPANK1,0.95
H3C13,0.95
ABI2,0.95
ZNF121,0.94
SMG6,0.94
PAK3,0.94
GRINA,0.94
SIGLEC12,0.94
RBP2,0.94
EEFSEC,0.94
STK31,0.94
ADPGK-AS1,0.94
BCAP29,0.94
MED30,0.94
ACAP2,0.94
TIGIT,0.94
TALAM1,0.94
SRSF12,0.94
UTP11,0.94
SRSF8,0.94
RBIS,0.94
IFNL2,0.94
WDR62,0.94
CHST1,0.94
HOXD4,0.94
HEBP1,0.94
GDPD2,0.94
TTC9B,0.94
DEFB106A,0.94
DEFB106B,0.94
LINC00299,0.94
MIR1471,0.94
LOC101930370,0.94
MIR4423,0.93
MIR4779,0.93
PAQR8,0.93
NUAK2,0.93
C10orf113,0.93
MRPL46,0.93
GSDMD,0.93
GPS1,0.93
RNF126,0.93
CCDC122,0.93
DIRAS1,0.93
CYP2S1,0.93
MEGF9,0.92
HAUS6,0.92
PARP10,0.92
EIF4EBP3,0.92
NCAPH2,0.92
PIDD1,0.92
ERICH6,0.92
PIGB,0.92
RILPL2,0.92
ZNF358,0.92
TTC31,0.92
PWWP2B,0.92
GLRX5,0.92
TTYH2,0.92
SPRR2A,0.92
HFM1,0.92
SEMA6D,0.92
BAHCC1,0.92
GCSH,0.91
LINC01426,0.91
CRYZ,0.91
CRELD1,0.91
FGD2,0.91
KLHL18,0.91
VPS36,0.91
P2RX5,0.91
CGB8,0.91
GLMN,0.91
STATH,0.91
HCRTR2,0.91
RIDA,0.91
CCDC137,0.91
MYH2,0.91
MIR3200,0.91
TPP2,0.91
NELL2,0.9
RAPGEF6,0.9
ARAP2,0.9
KIF9,0.9
ZKSCAN4,0.9
ZNF614,0.9
ZSCAN9,0.9
LOC401478,0.9
CHCHD6,0.9
MAPK15,0.9
TMEM115,0.9
ST3GAL6-AS1,0.9
MYO15A,0.9
ARMC10,0.9
NHLRC2,0.9
H3C15,0.9
MAST3,0.9
WDR25,0.9
LOC106128906,0.9
RASA4,0.9
ECPAS,0.9
ACSF3,0.9
CLBA1,0.9
ST8,0.9
GIP,0.9
VPS37B,0.9
GTF2IRD2,0.9
RDH8,0.89
PPM1A,0.89
SYNE3,0.89
EHD3,0.89
NOM1,0.89
SARM1,0.89
ZNF175,0.89
CCDC148,0.89
PGBD5,0.89
CCDC15,0.89
ABHD17C,0.89
ZNF578,0.89
ZNF765,0.89
LINC00908,0.89
RAB9BP1,0.89
LINC02864,0.89
AFAP1L1,0.89
ERVMER34-1,0.89
CNOT6,0.89
ECE2,0.89
NEK4,0.89
PDRG1,0.89
UBTD1,0.89
ABCA8,0.89
SAMD12,0.89
SH3RF1,0.89
MCMBP,0.89
UGGT2,0.89
MYL3,0.89
NT5C,0.89
PGLS,0.89
MIR4695,0.89
ACTN3,0.89
RNF34,0.89
SLC24A3,0.89
STX4,0.88
MIR522,0.88
ZNF138,0.88
C2CD5,0.88
PIGH,0.88
AADACL2,0.88
SFT2D1,0.88
ARMC12,0.88
PRR18,0.88
PATE2,0.88
PATE4,0.88
HLA-H,0.88
PATE3,0.88
MUC22,0.88
HCG22,0.88
ZNF137P,0.88
ENSG00000285708,0.88
OSTM1,0.88
TRAPPC11,0.88
CERS1,0.88
CACNA1I,0.88
ADSS2,0.88
PDE2A,0.88
GUCA2B,0.88
