,gene1,gene2,weight
65676,PROM1,PAX6,1
65677,MYH11,RUNX1,1
65678,DICER1,CCNE2,1
65679,SLC9A3R1,FGF23,1
65680,KLRK1,CD38,1
65681,IGF1,SOX4,1
65682,ERBB4,BMP4,1
65683,IKBKG,MAPK1,1
65684,HDGF,HBEGF,1
65685,CD24,PTEN,1
65686,PIM1,XRCC1,1
65687,PDGFA,WT1,1
65688,FHIT,ATM,1
65689,TNFAIP3,IL2RA,1
65690,ATM,CCND2,1
65691,VEGFA,NFE2L2,1
65692,CDKN2A,ZEB1,1
65693,TGM2,LOX,1
65694,CCNG1,PPARG,1
65695,NCAM1,PDCD1,1
65696,TIA1,PAX5,1
65697,SOD2,ALDH1A1,1
65698,KISS1,FGF8,1
65699,ABL1,TNS1,1
65700,CDKN1A,NANOG,1
65701,GATA3,PPARG,1
65702,ACVR1B,NANOG,1
65703,VEGFC,TP53,1
65704,DAPK1,TMEFF2,1
65705,E2F1,PAX8,1
65706,MCAM,PDGFRA,1
65707,IKBKG,STAT3,1
65708,STAT1,USF2,1
65709,S100B,KLRK1,1
65710,FOS,CTCF,1
65711,MAP3K1,CDKN3,1
65712,DAPK1,THBS1,1
65713,RHOA,MAP2K2,1
65714,CXCL12,NANOG,1
65715,CD59,ANPEP,1
65716,IKBKG,CASP3,1
65717,NDRG1,TSG101,1
65718,BMPR1A,ITGA9,1
65719,MYC,MED12,1
65720,CD24,TNFSF13B,1
65721,PRKCD,CYCS,1
65722,MC1R,BRAF,1
65723,IFNA1,IL7,1
65724,TFRC,TSG101,1
65725,ALB,HBEGF,1
65726,PAX3,WNT6,1
65727,ERCC6,RAD51C,1
65728,SNCA,CASP3,1
65729,XRCC3,SOD2,1
65730,FANCF,MGMT,1
65731,PLAUR,BSG,1
65732,CD1A,FLT3,1
65733,BRCA2,EPCAM,1
65734,DAPK1,OPCML,1
65735,IL6,G6PC,1
65736,TLR9,TNFSF10,1
65737,TBL1XR1,CDKN2B,1
65738,FSHB,SEMA3A,1
65739,CD24,CLDN4,1
65740,CDK1,GATA2,1
65741,CTAG1B,IL15,1
65742,MYC,KRT19,1
65743,BTK,PDCD4,1
65744,MYC,CDK7,1
65745,IL6,ZEB1,1
65746,CDKN2A,CREBBP,1
65747,PTPN11,WT1,1
65748,KRT8,NOTCH1,1
65749,RASSF1,IGFBP5,1
65750,HLA-DRB1,MICB,1
65751,MMP9,EGR1,1
65752,TNFRSF11B,TGFB1,1
65753,CD86,MAPK3,1
65754,THBS2,ANGPT2,1
65755,PRKACB,HSP90AA1,1
65756,CXCL12,FLT4,1
65757,ITGB3,MMP9,1
65758,ISG15,CBL,1
65759,PTGS2,KLK3,1
65760,MAML2,NTRK3,1
65761,PTPN1,GAPDH,1
65762,CDX2,WNT4,1
65763,SPP1,TGM2,1
65764,CD24,IL17A,1
65765,TLR9,BCL2L1,1
65766,ITGA4,SDC1,1
65767,BCL2L11,ATM,1
65768,KRAS,MMP2,1
65769,CD40LG,IFNA1,1
65770,KLF6,CCL2,1
65771,MCM2,BARD1,1
65772,IL10,CALR,1
65773,PTEN,PDCD1,1
65774,FOLR1,ERBB2,1
65775,BIRC5,MDM2,1
65776,MBP,LIMK1,1
65777,TCF7L2,HIC1,1
65778,BTK,CCL4,1
65779,PHB,RB1,1
65780,IRS1,INPPL1,1
65781,PTGS1,SELP,1
65782,TYMP,CD68,1
65783,EIF4E,PRKCB,1
65784,IL4R,CD40LG,1
65785,TUBB,CSNK2A1,1
65786,FASLG,ERBB2,1
65787,MAPK9,IL1B,1
65788,CASP9,RAF1,1
65789,GHRHR,TACR3,1
65790,AKR1A1,NQO1,1
65791,TLR3,CCL22,1
65792,PLCE1,MICB,1
65793,CSN2,ACE,1
65794,JUN,SELE,1
65795,PECAM1,PGR,1
65796,IL32,IL2,1
65797,MICA,CD80,1
65798,RUNX2,PTCH1,1
65799,TNFRSF6B,TNFRSF10D,1
65800,IRF4,TLR3,1
65801,USF1,SDHC,1
65802,SLC2A1,TNF,1
65803,F2R,ALB,1
65804,NCOA6,FABP4,1
65805,TNF,FGF6,1
65806,NCOA3,PRKDC,1
65807,CXCR2,TLR3,1
65808,CALD1,MYOD1,1
65809,FOXO1,SREBF2,1
65810,PTPN11,OSM,1
65811,SLC9A3R1,CSK,1
65812,CXCL8,KLRK1,1
65813,CCND3,MDM2,1
65814,SPP1,TLR2,1
65815,CSF1,CXCR2,1
65816,IL6,SPARC,1
65817,VEGFA,TGFBR2,1
65818,TNFRSF11B,FGF2,1
65819,CD1D,FAS,1
65820,MT-CO1,PPARG,1
65821,CCND3,NRAS,1
65822,GSTP1,SOCS1,1
65823,MDM4,PIK3CA,1
65824,CD274,GAPDH,1
65825,NOS3,APOA1,1
65826,GRB7,MMP11,1
65827,TMPRSS2,CDH1,1
65828,STAT5A,IRS1,1
65829,PECAM1,BCL2L1,1
65830,MYC,TCL1A,1
65831,NCAM1,NAPSA,1
65832,HSP90AA1,HMOX1,1
65833,KRT18,GATA4,1
65834,VIM,ITGB1,1
65835,ERCC4,MGMT,1
65836,ABL1,CSF2,1
65837,IGF2,SST,1
65838,IDH1,KDR,1
65839,CXCR4,TIMP1,1
65840,VEGFA,PTPN1,1
65841,TCF3,TBX3,1
65842,VEGFA,CASP1,1
65843,AXIN2,EDAR,1
65844,LIN28A,CD34,1
65845,CDKN1A,CASP7,1
65846,CSF3R,S100A8,1
65847,ADIPOQ,IL17A,1
65848,NGF,IL17A,1
65849,CXCL14,TBX1,1
65850,JAG1,TGFB1,1
65851,IL13,MAPK1,1
65852,ANXA2,HSP90B1,1
65853,SEMA3E,SHH,1
65854,CXCR4,ITGA5,1
65855,GPT,TP53,1
65856,RELA,SDHC,1
65857,BRCA1,RET,1
65858,IDH1,RARA,1
65859,ESR1,BCL2L11,1
65860,CD44,TEK,1
65861,FANCG,PRKAA1,1
65862,MYC,B2M,1
65863,CTAG1B,FOLH1,1
65864,FGF17,KISS1R,1
65865,HK1,GLI2,1
65866,CDKN2A,PTPRC,1
65867,CADM1,CRP,1
65868,TYMP,MT-ND4,1
65869,IL17A,CSF1R,1
65870,GATA3,SOX3,1
65871,CASK,FLNA,1
65872,HNF1A,G6PC,1
65873,RRM2,MAPK1,1
65874,TLR4,MMP1,1
65875,NOTCH1,TBX3,1
65876,IL24,IL2,1
65877,JUN,NF1,1
65878,MITF,GAPDH,1
65879,EFNA3,FN1,1
65880,VEGFA,SSTR2,1
65881,CD274,CEACAM5,1
65882,CXCL13,CD68,1
65883,MBL2,HP,1
65884,ARID1A,AXIN1,1
65885,MAP3K1,DHH,1
65886,KRT8,INS,1
65887,RPS20,MDM4,1
65888,IDO1,CXCL1,1
65889,GNAS,TFAP2C,1
65890,IL10,TXN,1
65891,PRL,XBP1,1
65892,CLDN4,ZEB1,1
65893,CDKN2A,CADM1,1
65894,ITGA6,ABCG2,1
65895,TRH,PTH,1
65896,EGF,MCAM,1
65897,MAPK9,TNFRSF1A,1
65898,RUNX2,SDHC,1
65899,CYP2E1,HSPA4,1
65900,MYCN,EGF,1
65901,AKT1,ID1,1
65902,INS,GPC3,1
65903,MYC,RPS6KA3,1
65904,GSN,A2M,1
65905,IL2,MMP2,1
65906,PTPRC,MAPK8,1
65907,CCL4,GPT,1
65908,FOXO1,MYCN,1
65909,IL6,FADD,1
65910,CCNA2,RPS6KB1,1
65911,BRCA1,ALDH1A1,1
65912,GATA1,IL5,1
65913,DNTT,NGF,1
65914,BCAR1,PKD1,1
65915,NES,PTCH1,1
65916,RBBP4,ARID1A,1
65917,PGF,MAPK3,1
65918,BCL6,CD34,1
65919,SDHC,MYOD1,1
65920,LYN,CD5,1
65921,SREBF2,HSPA5,1
65922,LIG4,CASP9,1
65923,ESR1,BIRC5,1
65924,TP53,BCL3,1
65925,ESR1,IGFBP1,1
65926,RAP1A,RHEB,1
65927,TNFRSF8,FOLH1,1
65928,MMP9,S100B,1
65929,CCKBR,CHGA,1
65930,CFLAR,IL2,1
65931,SDHC,IGF1R,1
65932,CDCP1,ITGA3,1
65933,EGF,APOE,1
65934,PROM1,KRT14,1
65935,CD44,CEACAM5,1
65936,CD68,IL5,1
65937,WEE1,MCM2,1
65938,ASXL1,CBL,1
65939,AGER,ACE,1
65940,AGER,SERPINE1,1
65941,PHB,MFN2,1
65942,TLR4,S100B,1
65943,CYP17A1,DHH,1
65944,NQO1,MAPK3,1
65945,HLA-DRB1,TNFRSF10B,1
65946,CDK4,MSH2,1
65947,IRS1,NAMPT,1
65948,GPC3,CTAG1B,1
65949,CXCL12,TIMP2,1
65950,DKK1,SNAI1,1
65951,MTOR,IL17A,1
65952,IL13,MMP2,1
65953,NFE2L2,EGFR,1
65954,PTEN,PPM1D,1
65955,STAT1,CCR2,1
65956,GPT,NOS2,1
65957,CREB1,IL4,1
65958,HRAS,TGFA,1
65959,CSF1,IFNA1,1
65960,GSTP1,TP73,1
65961,EGF,CCL22,1
65962,SATB1,GATA1,1
65963,RRM1,CDK4,1
65964,SLC2A1,EP300,1
65965,TSPO,CYCS,1
65966,APAF1,EEF1A1,1
65967,MYC,FSCN1,1
65968,MAPK3,EREG,1
65969,PALLD,MYCL,1
65970,IGFBP2,TIMP1,1
65971,BTK,MCL1,1
65972,SOX2,PIK3CA,1
65973,TNF,CDK4,1
65974,DVL3,HNF4A,1
65975,ACTA2,ANXA2,1
65976,GFAP,PAX2,1
65977,STMN1,BIRC5,1
65978,CYP3A4,CAT,1
65979,NRG1,HMGCR,1
65980,CDC42,MT-CO1,1
65981,JUN,PLAUR,1
65982,HSF1,XBP1,1
65983,LTA,CCR7,1
65984,DMBT1,CDK6,1
65985,AFP,PLG,1
65986,TFAP2A,TBX3,1
65987,ADM,TNF,1
65988,ETS1,FOXC1,1
65989,VEGFC,MMP3,1
65990,EIF4E,SRC,1
65991,SPINT1,MET,1
65992,PAX6,IHH,1
65993,PAX5,MYH9,1
65994,SHC1,GSK3B,1
65995,CD44,COL14A1,1
65996,ATM,KLRK1,1
65997,CTNNA1,EHBP1,1
65998,PKM,EPAS1,1
65999,VEGFC,PDGFD,1
66000,BMPR2,STAT3,1
66001,CDC25C,CLU,1
66002,ERBB3,EGR1,1
66003,HDAC8,EZH2,1
66004,BGLAP,ELN,1
66005,SERPINB2,CD40LG,1
66006,ALK,BMP6,1
66007,RAD50,PMS2,1
66008,XPA,GSTM1,1
66009,CDC45,SIRT1,1
66010,SLC6A3,APOE,1
66011,CD14,CCR1,1
66012,AR,CCNH,1
66013,IL2RA,KIT,1
66014,CALD1,GJA1,1
66015,ERCC2,TP53BP1,1
66016,ATM,SMARCA2,1
66017,BECN1,ATR,1
66018,EDN1,EZH2,1
66019,FAN1,MLH3,1
66020,LPAR1,EPAS1,1
66021,HRAS,TNFRSF10B,1
66022,FZD4,TCF7L2,1
66023,MTOR,MAPK10,1
66024,POMC,SIRT1,1
66025,RHO,TWIST1,1
66026,CDKN1A,HMOX1,1
66027,IHH,GAPDH,1
66028,SMARCA2,BARD1,1
66029,ANGPT1,IL10,1
66030,ROCK1,NOTCH1,1
66031,STK11,CDKN2B,1
66032,NES,ZFHX3,1
66033,AKR1B10,CCND1,1
66034,GSTP1,ABCG2,1
66035,PROM1,SOX4,1
66036,MYLK,MFAP5,1
66037,FGF1,BMP7,1
66038,MYC,BLM,1
66039,ELF3,TGFBR2,1
66040,BTK,ITGAL,1
66041,CDC42,PTPN12,1
66042,TNF,GRN,1
66043,CREB1,ATR,1
66044,TLR2,TIMP1,1
66045,PRKDC,IGFBP2,1
66046,STAT1,FGFR4,1
66047,CDKN1C,CDC25A,1
66048,GATA3,CD34,1
66049,POMC,GAD1,1
66050,MUC5AC,KRT18,1
66051,CXCR1,SELP,1
66052,GLI3,TOP1,1
66053,MMP3,TLR2,1
66054,CASP3,PDCD4,1
66055,BUB3,CDC6,1
66056,THBS2,FAP,1
66057,IL1A,MPO,1
66058,PTEN,E2F2,1
66059,YAP1,MSN,1
66060,LRP5,IBSP,1
66061,FGF2,CDKN1B,1
66062,CISH,JUN,1
66063,PROM1,SOX10,1
66064,MDK,MAP3K8,1
66065,SOD2,SLC2A1,1
66066,ALB,LAMTOR5,1
66067,SQSTM1,TFE3,1
66068,TFF3,OXT,1
66069,TRAF6,DAB2,1
66070,POU5F1,AMH,1
66071,PPARG,NFKBIA,1
66072,BMP7,LEF1,1
66073,NFE2L2,UGT1A1,1
66074,GFAP,KLF4,1
66075,TRAF6,CD86,1
66076,ZNF217,EML4,1
66077,CDKN1A,EIF4EBP1,1
66078,DSP,ACTC1,1
66079,NTRK1,ETV6,1
66080,HSF1,INSR,1
66081,RAD21,RPA1,1
66082,VWF,CSF3,1
66083,DCC,SEMA3E,1
66084,CD44,POSTN,1
66085,HMGCR,G6PC,1
66086,NME1,EGFR,1
66087,AGTR1,ANPEP,1
66088,CXCR4,KLF4,1
66089,HDAC1,LMNA,1
66090,HMGB1,IFNG,1
66091,HSP90AA1,MAPK12,1
66092,CDKN2A,CUL1,1
66093,MMP14,MAPK14,1
66094,CDKN3,CCND2,1
66095,BDNF,MT-ND2,1
66096,HIF1A,TNS1,1
66097,SDHB,PKM,1
66098,SERPINB2,MB,1
66099,CD28,VCAM1,1
66100,SMAD3,TP63,1
66101,AKT1,DVL3,1
66102,SOX9,CHGA,1
66103,ABCB1,TOP2A,1
66104,ACTA2,BGN,1
66105,PSENEN,JAG1,1
66106,GGT1,NAMPT,1
66107,FGFR2,ETV5,1
66108,PEA15,DUSP6,1
66109,BCL2L11,SMARCB1,1
66110,RRAS2,RAC2,1
66111,MYC,NCOR2,1
66112,TNFAIP3,CD79A,1
66113,CXCL10,NFKB1,1
66114,NRAS,CD2AP,1
66115,HNRNPK,NPM1,1
66116,ABCC1,BCL2,1
66117,CREB1,NFKB1,1
66118,GLI1,WNT3,1
66119,VDR,NOD2,1
66120,POLD1,SMAD4,1
66121,NOTCH1,APOE,1
66122,CX3CR1,CTLA4,1
66123,BMPR1A,CAV1,1
66124,MS4A1,IRF4,1
66125,EPHB2,PLCG1,1
66126,GATA3,TLR2,1
66127,CCDC170,MMP11,1
66128,ITGB1,TP53,1
66129,MSN,RPSA,1
66130,EP300,UBE3A,1
66131,TGFBR2,CCND1,1
66132,UBE2T,CUL1,1
66133,PPARG,PDCD4,1
66134,GATA3,SOCS3,1
66135,KLF6,PTTG1,1
66136,XRCC6,IGF2BP3,1
66137,CREB1,NRAS,1
66138,GDF9,USF1,1
66139,CHEK1,ACTB,1
66140,PAX3,IGF1R,1
66141,CDK1,MTHFR,1
66142,CTSB,MMP3,1
66143,CASP1,AGER,1
66144,ALB,KRT10,1
66145,CLCA2,DSC2,1
66146,ACVR1B,EGFR,1
66147,ANXA1,MAPK14,1
66148,TNF,ACTC1,1
66149,AXL,STUB1,1
66150,APP,CD82,1
66151,BMP2,TBX5,1
66152,IL6R,CXCL10,1
66153,MYD88,CXCR2,1
66154,PLA2G4A,CDK2,1
66155,MAPK9,MMP9,1
66156,CX3CR1,ALB,1
66157,SYK,IL13,1
66158,MYC,HDAC4,1
66159,BMI1,ATRX,1
66160,DPP4,APOB,1
66161,XIAP,CDKN3,1
66162,GSTA1,ALB,1
66163,PRF1,CD4,1
66164,ITGA2,KDR,1
66165,CDK2,MSH6,1
66166,TNF,MAF,1
66167,APPL1,EGFR,1
66168,CXCL13,CD80,1
66169,ACACA,ENO1,1
66170,RUNX3,XRCC6,1
66171,PLXND1,HGF,1
66172,INS,MMP13,1
66173,POLD1,TP53,1
66174,SOD2,IL10,1
66175,STAT4,PDCD1,1
66176,PLG,FOS,1
66177,MEN1,GLI1,1
66178,GSN,CFLAR,1
66179,STAT1,ITGAV,1
66180,KRT18,OSM,1
66181,CDC42,AKT3,1
66182,PSMB5,HSP90AA1,1
66183,CD44,EPHA2,1
66184,JUN,AXIN2,1
66185,GATA2,FOXL2,1
66186,STIM1,IGF1,1
66187,KLF4,RUNX2,1
66188,STK11,POLE,1
66189,TFE3,SYP,1
66190,SRC,TGFB1,1
66191,HLA-G,PTPRC,1
66192,CDKN1A,AURKA,1
66193,FOXO1,SOCS3,1
66194,CYP2E1,HSP90AA1,1
66195,TRH,EGF,1
66196,PLAU,MMP10,1
66197,VEGFA,HK2,1
66198,DHFR,CDT1,1
66199,PROX1,JAG1,1
66200,GNAQ,RAC2,1
66201,PDPN,FLT1,1
66202,NCOA3,AHR,1
66203,FGF7,CCL2,1
66204,HRAS,RARA,1
66205,POU1F1,STAT3,1
66206,ANXA1,CAV1,1
66207,G6PD,HSPA4,1
66208,IGF2,ING1,1
66209,SMARCA4,HDAC6,1
66210,CDX2,DNMT3B,1
66211,STK11,RB1CC1,1
66212,TOP2A,CDC25B,1
66213,IGF2,GSK3B,1
66214,CDC25A,MAP2K1,1
66215,E2F4,FOS,1
66216,ADIPOQ,CASP3,1
66217,SMAD3,IGF1R,1
66218,NRP1,TGFBR3,1
66219,MET,TERT,1
66220,NOTCH1,TLR2,1
66221,BMI1,TNS1,1
66222,ROCK1,KRAS,1
66223,CLCA2,KRT5,1
66224,BTK,NOTCH1,1
66225,DICER1,AMHR2,1
66226,RELA,NPM1,1
66227,IGF2,JAK2,1
66228,EIF3A,XPC,1
66229,CXCL9,ALB,1
66230,LDHA,IL1A,1
66231,RAD51B,MCM2,1
66232,CDKN2D,E2F1,1
66233,VIP,CCND1,1
66234,BRCA1,HELLS,1
66235,IGFBP3,KRAS,1
66236,GATA3,NOTCH2,1
66237,RHOA,SH3KBP1,1
66238,CCL5,RETN,1
66239,OBSCN,SQSTM1,1
66240,WWOX,BECN1,1
66241,FSHR,IL1A,1
66242,HRAS,AXIN2,1
66243,EGF,MPO,1
66244,HDGF,MSH6,1
66245,LALBA,LTF,1
66246,BAK1,UBE3A,1
66247,NGF,CDH2,1
66248,TGFBR1,CUX1,1
66249,APP,FGF2,1
66250,SNAI2,AXIN2,1
66251,FGF10,JAG1,1
66252,LTA,TLR2,1
66253,YAP1,HIF1A,1
66254,SOX2,WNT4,1
66255,BMPR1A,RAD51C,1
66256,TNFRSF10D,BIRC3,1
66257,EEF1A1,ANXA5,1
66258,LOXL2,RPSA,1
66259,TKT,HSPB1,1
66260,FEN1,RBX1,1
66261,FEZF1,NKX2-1,1
66262,NCAM1,GATA3,1
66263,SHOX,SOX9,1
66264,MYC,JAK3,1
66265,LASP1,PXN,1
66266,GNAS,SSTR5,1
66267,CYP2E1,GAPDH,1
66268,IGFBP7,CEACAM5,1
66269,KRT8,VIM,1
66270,APOBEC3G,CD4,1
66271,GTF2H5,NBN,1
66272,CYP1B1,ISG15,1
66273,HDAC1,GATA4,1
66274,SMARCA4,CCNA2,1
66275,SERPINB2,FOXO1,1
66276,MAPK3,JAG1,1
66277,FN1,TNFRSF1A,1
66278,ALDOA,SDHA,1
66279,ENG,FGF7,1
66280,REST,SMARCB1,1
66281,FAN1,WRN,1
66282,CXCL10,SERPINE1,1
66283,MAD2L1,SMARCB1,1
66284,DHH,WNT6,1
66285,AR,ATF2,1
66286,BCL6,IL15,1
66287,CTTN,PTPN11,1
66288,LYN,SPHK2,1
66289,JUN,CCND2,1
66290,CAV1,APOA1,1
66291,ETS2,KDR,1
66292,AKAP9,CDH1,1
66293,EHMT2,HDAC3,1
66294,SMAD3,SHH,1
66295,SPP1,ALPP,1
66296,CCNB2,FANCD2,1
66297,B2M,EEF1A1,1
66298,GATA3,CFLAR,1
66299,TIMP2,ITGA3,1
66300,TIAM1,AXIN1,1
66301,LYN,RASGRP1,1
66302,YBX1,MMP14,1
66303,MED12,NOTCH1,1
66304,GATA2,SOX9,1
66305,TNF,IGF2,1
66306,CDK1,TEX14,1
66307,MAP1LC3A,PDGFRB,1
66308,CDH5,CASP3,1
66309,IL12RB1,ISG15,1
66310,ADAM12,NOTCH1,1
66311,KDM1A,SMAD4,1
66312,BMP10,AMHR2,1
66313,ACTA2,INS,1
66314,ITGB3,HBEGF,1
66315,GPX1,TFAP2C,1
66316,MYLK,RHOB,1
66317,STAT5A,GAS6,1
66318,FOXP3,DCN,1
66319,FOSL1,GAPDH,1
66320,PPARG,TNS1,1
66321,IL6,S100A4,1
66322,ITGA4,CR2,1
66323,CCL3,SYK,1
66324,STK11,HK2,1
66325,ZEB1,CASP3,1
66326,MST1R,SEMA3A,1
66327,WT1,SOX2,1
66328,CDK1,ACTB,1
66329,GATA3,SLC39A6,1
66330,RBBP8,FANCA,1
66331,SRC,CDK4,1
66332,COL18A1,CDH5,1
66333,POU5F1B,SOX10,1
66334,ITGB1,MMP14,1
66335,GRB2,IGFBP2,1
66336,GNRH1,INHA,1
66337,CDKN2D,NFKBIA,1
66338,CALR,VWF,1
66339,E2F4,CDKN2C,1
66340,ANXA5,ITGAV,1
66341,TLR4,TLR9,1
66342,PRMT1,DNMT3A,1
66343,PECAM1,MMP7,1
66344,PTGS2,BIRC3,1
66345,CASP2,XBP1,1
66346,FOXO1,KLF4,1
66347,FOXO3,RBL1,1
66348,TNFRSF1B,IL16,1
66349,CD24,WNT1,1
66350,EGF,DUSP3,1
66351,POMC,MT-ND2,1
66352,ID1,WNT2,1
66353,SOS1,MAPK8,1
66354,TFE3,HMOX1,1
66355,MYC,RRM1,1
66356,MAPK8,MAP1LC3A,1
66357,APP,NOTCH3,1
66358,TOP1,HNRNPA2B1,1
66359,HIF1A,TGFBR1,1
66360,PTGS2,SNAI1,1
66361,ISG15,CXCL8,1
66362,CD274,VCAM1,1
66363,CRH,SLC6A3,1
66364,HIF1A,KIT,1
66365,JAK2,CDH1,1
66366,AR,RBL1,1
66367,PECAM1,FABP4,1
66368,BRCA2,CDKN2B,1
66369,TOP1,BARD1,1
66370,MYC,DLL4,1
66371,BCL6,SOX11,1
66372,HSP90AA1,MSH2,1
66373,NTRK2,KEAP1,1
66374,DVL1,RHOC,1
66375,ELN,KDR,1
66376,BCL2,HSP90AA1,1
66377,LMNA,HSP90AA1,1
66378,BMP10,SMAD2,1
66379,GGT1,FUS,1
66380,BGN,ALB,1
66381,HSD11B2,ACE,1
66382,NRAS,CASP3,1
66383,THBS1,MSH2,1
66384,MITF,BRAF,1
66385,UCHL1,CD38,1
66386,MYC,CDH5,1
66387,PECAM1,CXCR3,1
66388,RNASEL,SULT1E1,1
66389,PDGFRA,NANOG,1
66390,PAX3,CD34,1
66391,TTN,EEF1A2,1
66392,PIK3CA,NOTCH2,1
66393,PPARG,ACTN4,1
66394,ROCK1,SMAD4,1
66395,CCL4,MPO,1
66396,PLCB1,DVL3,1
66397,GADD45A,MDM4,1
66398,TRIM24,PML,1
66399,TSHR,FN1,1
66400,AR,LEP,1
66401,TNFRSF10B,ERBB2,1
66402,PROM1,ITGA2,1
66403,CDC42,AR,1
66404,PAK1,IL1B,1
66405,TLR9,PDCD1,1
66406,BCL2L1,IL1B,1
66407,AKT1,MMP8,1
66408,VCAM1,PDPN,1
66409,HDAC2,PTEN,1
66410,HDAC2,COL1A2,1
66411,ELANE,APOE,1
66412,PECAM1,IL7R,1
66413,PTGS2,WNT2,1
66414,DKK1,DVL3,1
66415,AXIN1,NOTCH2,1
66416,CLDN7,KRT5,1
66417,MS4A1,MME,1
66418,MYC,REST,1
66419,MMP9,SHH,1
66420,HNF4A,IGF1,1
66421,RHOBTB2,MAPK1,1
66422,CDKN1C,INSR,1
66423,FGF19,LEF1,1
66424,SOX10,GLI1,1
66425,SMARCA4,STAT6,1
66426,ALDH9A1,CARS2,1
66427,MME,UCHL1,1
66428,GATA1,HSPB1,1
66429,IDO1,CCR2,1
66430,EHMT1,ATRX,1
66431,RDX,GSN,1
66432,AKT1,PRKCB,1
66433,MCM2,APEX1,1
66434,ESR1,DNTT,1
66435,IRF1,GZMB,1
66436,CD40LG,IL6R,1
66437,SDHC,RAD52,1
66438,FLI1,PRKCD,1
66439,FGFR2,GAPDH,1
66440,SOS1,AKT3,1
66441,KLF4,STAT6,1
66442,ANGPT2,ALB,1
66443,NOTCH1,SMO,1
66444,CTSB,PRSS1,1
66445,HTT,HSPB1,1
66446,MKI67,SYP,1
66447,SH2B3,ERBB3,1
66448,MAP2K1,CCNB1,1
66449,IRS2,SREBF2,1
66450,NDRG1,G6PD,1
66451,MXI1,USF2,1
66452,PTEN,BNIP3,1
66453,WRAP53,TERF2IP,1
66454,CXCL12,PDPN,1
66455,CDH1,SOX4,1
66456,IDH2,ALDH2,1
66457,TNFRSF11B,WNT5A,1
66458,PRKAA2,CYCS,1
66459,FGFR2,NKX2-1,1
66460,ADAM12,PPARD,1
66461,GHR,GRB2,1
66462,TRH,KLF10,1
66463,GATA1,STAT1,1
66464,CALCA,LEP,1
66465,PTTG1,PIK3CA,1
66466,CDK1,KRT18,1
66467,FN1,NGFR,1
66468,GATA3,CCR5,1
66469,HP,IL4,1
66470,HRAS,GSTP1,1
66471,CALCA,CXCL8,1
66472,STAT6,CCR2,1
66473,SMARCA4,ATAD2,1
66474,LMNA,CASP8,1
66475,PALLD,HPGD,1
66476,RAD52,SDHA,1
66477,ARSH,HS6ST1,1
66478,ATF3,MCAM,1
66479,MYC,IL1B,1
66480,CDKN2A,UBE3A,1
66481,CDC45,LRP5,1
66482,RHO,GAPDH,1
66483,MYC,RHOB,1
66484,EPHX1,MPO,1
66485,FAS,IL5,1
66486,PRL,HESX1,1
66487,ANXA1,EZR,1
66488,FSCN1,NANOG,1
66489,MYC,EEF1A1,1
66490,BGN,GAPDH,1
66491,CUL1,PML,1
66492,F2R,MAPK14,1
66493,PLK1,RHOC,1
66494,DHFR,MSH2,1
66495,DPP4,FAP,1
66496,APOBEC3G,ISG15,1
66497,MAPK8,GAD1,1
66498,GATA1,EGR1,1
66499,TKT,HSPD1,1
66500,VIM,BMP7,1
66501,KRT19,COL1A1,1
66502,GPT,HSPA4,1
66503,CCL4,IL6R,1
66504,RARA,IFNG,1
66505,JAK2,PRDX5,1
66506,ESR1,JUNB,1
66507,IGFBP7,FLT1,1
66508,PTPN1,KITLG,1
66509,ADAR,STAT3,1
66510,HPGD,ITGAV,1
66511,URI1,MBL2,1
66512,CYP1B1,SRD5A2,1
66513,EWSR1,RASSF1,1
66514,MTAP,CSE1L,1
66515,BRIP1,CDK7,1
66516,MAF,NFKB1,1
66517,MAP1LC3A,TP53,1
66518,CCR2,FLT3,1
66519,POU5F1,PDGFRA,1
66520,RAD21,NPM1,1
66521,PROM1,WNT3A,1
66522,AXIN2,KRAS,1
66523,ARHGEF2,PAK1,1
66524,PECAM1,CXCL9,1
66525,TERT,WNT2,1
66526,ETV6,CUX1,1
66527,PTCH1,PIK3CA,1
66528,TFF1,TOX3,1
66529,APAF1,FOXO3,1
66530,RET,FGF6,1
66531,JUN,SOCS1,1
66532,PDGFRB,CCL2,1
66533,GAS6,STAT5B,1
66534,MUC1,CLDN7,1
66535,GATA4,PRDM14,1
66536,ACTA2,S100A4,1
66537,PRMT1,POLB,1
66538,PPARA,GATA3,1
66539,JAK2,MST1R,1
66540,DSP,EGFR,1
66541,TLR4,ITGAL,1
66542,CYP2E1,SOD1,1
66543,PTEN,THBS1,1
66544,BIRC2,RHOA,1
66545,CD274,STAT5B,1
66546,BCL6,CCR5,1
66547,APAF1,CCNA2,1
66548,DMD,ALB,1
66549,CTNNB1,BRAF,1
66550,ABCB1,PRMT1,1
66551,STAT4,MAPK10,1
66552,AGR3,TFF1,1
66553,NPM1,MLH1,1
66554,AFP,STAT3,1
66555,MCL1,CDC25C,1
66556,CUL1,DUSP1,1
66557,RPS27,EIF2AK2,1
66558,CTNNB1,E2F3,1
66559,CDC42,CDK6,1
66560,RAD51,HDAC3,1
66561,ETS1,KRAS,1
66562,AKT1,FZD7,1
66563,WT1,PDGFRA,1
66564,CDH1,RAC2,1
66565,KRT8,CASP3,1
66566,HLA-DRB1,IL17A,1
66567,CCKBR,CRH,1
